Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\Clients\BitStampHttpClient.cs,48,20,T:System.Net.Http.HttpContent,,,,,string json = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\Clients\BitStampHttpClient.cs,23,12,T:System.Uri,,,,,"bitstampClient.BaseAddress = new Uri(""https://www.bitstamp.net/api/v2/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\Clients\BitStampHttpClient.cs,23,12,M:System.Uri.#ctor(System.String),,,,,"bitstampClient.BaseAddress = new Uri(""https://www.bitstamp.net/api/v2/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\Clients\BitStampHttpClient.cs,23,12,T:System.Uri,,,,,"bitstampClient.BaseAddress = new Uri(""https://www.bitstamp.net/api/v2/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\Clients\BitStampHttpClient.cs,23,12,T:System.Uri,,,,,"bitstampClient.BaseAddress = new Uri(""https://www.bitstamp.net/api/v2/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\Clients\BitStampHttpClient.cs,23,12,M:System.Uri.#ctor(System.String),,,,,"bitstampClient.BaseAddress = new Uri(""https://www.bitstamp.net/api/v2/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\BitStamp.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\BitStamp.Net\Clients\BitStampHttpClient.cs,23,12,T:System.Uri,,,,,"bitstampClient.BaseAddress = new Uri(""https://www.bitstamp.net/api/v2/"");"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Buffers 4.6.1,,,,,"System.Buffers, 4.6.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Collections 4.3.0,,,,,"System.Collections, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Collections.Concurrent 4.3.0,,,,,"System.Collections.Concurrent, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.IO 4.3.0,,,,,"System.IO, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Memory 4.6.3,,,,,"System.Memory, 4.6.3  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Net.Http 4.3.4,,,,,"System.Net.Http, 4.3.4  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Numerics.Vectors 4.6.1,,,,,"System.Numerics.Vectors, 4.6.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Runtime 4.3.1,,,,,"System.Runtime, 4.3.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Security.Cryptography.Algorithms 4.3.1,,,,,"System.Security.Cryptography.Algorithms, 4.3.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Security.Cryptography.Encoding 4.3.0,,,,,"System.Security.Cryptography.Encoding, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Security.Cryptography.Primitives 4.3.0,,,,,"System.Security.Cryptography.Primitives, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Security.Cryptography.X509Certificates 4.3.2,,,,,"System.Security.Cryptography.X509Certificates, 4.3.2  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Security.Principal.Windows 5.0.0,,,,,"System.Security.Principal.Windows, 5.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.Threading.Tasks.Extensions 4.6.3,,,,,"System.Threading.Tasks.Extensions, 4.6.3  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,System.ValueTuple 4.6.2,,,,,"System.ValueTuple, 4.6.2  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,demoTradingCore\demoTradingCore.csproj,File,demoTradingCore\demoTradingCore.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.7.2 Recommended target framework: net10.0-windows"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiHttpClient.cs,46,16,T:System.Net.Http.HttpContent,,,,,string json = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiHttpClient.cs,22,12,T:System.Uri,,,,,"geminiClient.BaseAddress = new Uri(""https://api.gemini.com/v1/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiHttpClient.cs,22,12,M:System.Uri.#ctor(System.String),,,,,"geminiClient.BaseAddress = new Uri(""https://api.gemini.com/v1/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiHttpClient.cs,22,12,T:System.Uri,,,,,"geminiClient.BaseAddress = new Uri(""https://api.gemini.com/v1/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiHttpClient.cs,22,12,T:System.Uri,,,,,"geminiClient.BaseAddress = new Uri(""https://api.gemini.com/v1/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiHttpClient.cs,22,12,M:System.Uri.#ctor(System.String),,,,,"geminiClient.BaseAddress = new Uri(""https://api.gemini.com/v1/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiHttpClient.cs,22,12,T:System.Uri,,,,,"geminiClient.BaseAddress = new Uri(""https://api.gemini.com/v1/"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiSocketClient.cs,23,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,socket.ReconnectTimeout = TimeSpan.FromSeconds(30);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiSocketClient.cs,22,12,T:System.Uri,,,,,"socket = new WebsocketClient(new Uri(""wss://api.gemini.com/v2/marketdata?heartbeat=true""));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiSocketClient.cs,22,12,M:System.Uri.#ctor(System.String),,,,,"socket = new WebsocketClient(new Uri(""wss://api.gemini.com/v2/marketdata?heartbeat=true""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiSocketClient.cs,23,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,socket.ReconnectTimeout = TimeSpan.FromSeconds(30);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiSocketClient.cs,22,12,T:System.Uri,,,,,"socket = new WebsocketClient(new Uri(""wss://api.gemini.com/v2/marketdata?heartbeat=true""));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Gemini.Net.csproj,File,VisualHFT.Plugins\MarketConnectors.BaseDAL\Gemini.Net\Clients\GeminiSocketClient.cs,22,12,M:System.Uri.#ctor(System.String),,,,,"socket = new WebsocketClient(new Uri(""wss://api.gemini.com/v2/marketdata?heartbeat=true""));"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,,,,,,,,Current target framework: net8.0-windows8.0 Recommended target framework: net10.0-windows
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,96,12,T:System.Windows.Navigation.RequestNavigateEventHandler,,,,,((System.Windows.Documents.Hyperlink)(target)).RequestNavigate += new System.Windows.Navigation.RequestNavigateEventHandler(this.Hyperlink_RequestNavigate);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,96,12,T:System.Windows.Navigation.RequestNavigateEventHandler,,,,,((System.Windows.Documents.Hyperlink)(target)).RequestNavigate += new System.Windows.Navigation.RequestNavigateEventHandler(this.Hyperlink_RequestNavigate);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,96,12,E:System.Windows.Documents.Hyperlink.RequestNavigate,,,,,((System.Windows.Documents.Hyperlink)(target)).RequestNavigate += new System.Windows.Navigation.RequestNavigateEventHandler(this.Hyperlink_RequestNavigate);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,91,12,T:System.Windows.Controls.Primitives.Popup,,,,,this.TooltipPopup = ((System.Windows.Controls.Primitives.Popup)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,85,12,T:System.Windows.Input.MouseEventHandler,,,,,((System.Windows.Controls.TextBlock)(target)).MouseEnter += new System.Windows.Input.MouseEventHandler(this.ShowTooltip);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,85,12,T:System.Windows.Input.MouseEventHandler,,,,,((System.Windows.Controls.TextBlock)(target)).MouseEnter += new System.Windows.Input.MouseEventHandler(this.ShowTooltip);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,85,12,E:System.Windows.UIElement.MouseEnter,,,,,((System.Windows.Controls.TextBlock)(target)).MouseEnter += new System.Windows.Input.MouseEventHandler(this.ShowTooltip);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,67,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,67,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,63,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/MarketConnectors.Binance;V1.0.0.0;component/usercontrols/pluginsettingsview.xaml"" +                      """", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,63,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/MarketConnectors.Binance;V1.0.0.0;component/usercontrols/pluginsettingsview.xaml"" +                      """", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,46,58,T:System.Windows.Controls.Primitives.Popup,,,,,TooltipPopup
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,20,8,T:System.Windows.Navigation.RequestNavigateEventArgs,,,,,"private void Hyperlink_RequestNavigate(object sender, RequestNavigateEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,23,12,P:System.Windows.RoutedEventArgs.Handled,,,,,e.Handled = true;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,22,12,T:System.Uri,,,,,Process.Start(new ProcessStartInfo(e.Uri.AbsoluteUri) { UseShellExecute = true });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,22,12,P:System.Windows.Navigation.RequestNavigateEventArgs.Uri,,,,,Process.Start(new ProcessStartInfo(e.Uri.AbsoluteUri) { UseShellExecute = true });
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,22,12,P:System.Uri.AbsoluteUri,,,,,Process.Start(new ProcessStartInfo(e.Uri.AbsoluteUri) { UseShellExecute = true });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,16,8,T:System.Windows.Input.MouseEventArgs,,,,,"private void ShowTooltip(object sender, MouseEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,18,12,T:System.Windows.Controls.Primitives.Popup,,,,,TooltipPopup.IsOpen = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,18,12,P:System.Windows.Controls.Primitives.Popup.IsOpen,,,,,TooltipPopup.IsOpen = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,12,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public PluginSettingsView()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,12,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public PluginSettingsView()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,41,105,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\UserControls\PluginSettingsView.xaml.cs,10,46,T:System.Windows.Controls.UserControl,,,,,UserControl
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\JsonParser.cs,24,16,T:System.Text.Json.JsonDocument,,,,,"using (JsonDocument document = JsonDocument.Parse(jsonString))                  {                      JsonElement root = document.RootElement;                      if (root.TryGetProperty(""data"", out JsonElement dataElement) && dataElement.ValueKind == JsonValueKind.Array)                      {                          if (dataElement.GetArrayLength() > 0)                          {                              JsonElement firstDataElement = dataElement[0];                              return System.Text.Json.JsonSerializer.Deserialize<BinanceStreamOrderUpdate>(firstDataElement.GetRawText(), options);                          }                      }                      // If ""data"" array not found or empty, try to deserialize the whole JSON as KrakenOrderUpdate directly.                      // This is in case the input JSON is just the inner object and not the full channel message.                      return System.Text.Json.JsonSerializer.Deserialize<BinanceStreamOrderUpdate>(jsonString, options);                  }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\JsonParser.cs,24,16,T:System.Text.Json.JsonDocument,,,,,"using (JsonDocument document = JsonDocument.Parse(jsonString))                  {                      JsonElement root = document.RootElement;                      if (root.TryGetProperty(""data"", out JsonElement dataElement) && dataElement.ValueKind == JsonValueKind.Array)                      {                          if (dataElement.GetArrayLength() > 0)                          {                              JsonElement firstDataElement = dataElement[0];                              return System.Text.Json.JsonSerializer.Deserialize<BinanceStreamOrderUpdate>(firstDataElement.GetRawText(), options);                          }                      }                      // If ""data"" array not found or empty, try to deserialize the whole JSON as KrakenOrderUpdate directly.                      // This is in case the input JSON is just the inner object and not the full channel message.                      return System.Text.Json.JsonSerializer.Deserialize<BinanceStreamOrderUpdate>(jsonString, options);                  }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Binance\MarketConnectors.Binance.csproj,File,VisualHFT.Plugins\MarketConnectors.Binance\BinancePlugin.cs,937,12,P:System.Windows.FrameworkElement.DataContext,,,,,view.DataContext = viewModel;
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Bitfinex\MarketConnectors.Bitfinex.csproj,File,VisualHFT.Plugins\MarketConnectors.Bitfinex\MarketConnectors.Bitfinex.csproj,,,,,,,,Current target framework: net8.0-windows8.0 Recommended target framework: net10.0-windows
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Bitfinex\MarketConnectors.Bitfinex.csproj,File,VisualHFT.Plugins\MarketConnectors.Bitfinex\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,96,12,T:System.Windows.Navigation.RequestNavigateEventHandler,,,,,((System.Windows.Documents.Hyperlink)(target)).RequestNavigate += new System.Windows.Navigation.RequestNavigateEventHandler(this.Hyperlink_RequestNavigate);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Bitfinex\MarketConnectors.Bitfinex.csproj,File,VisualHFT.Plugins\MarketConnectors.Bitfinex\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,96,12,T:System.Windows.Navigation.RequestNavigateEventHandler,,,,,((System.Windows.Documents.Hyperlink)(target)).RequestNavigate += new System.Windows.Navigation.RequestNavigateEventHandler(this.Hyperlink_RequestNavigate);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Bitfinex\MarketConnectors.Bitfinex.csproj,File,VisualHFT.Plugins\MarketConnectors.Bitfinex\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,96,12,E:System.Windows.Documents.Hyperlink.RequestNavigate,,,,,((System.Windows.Documents.Hyperlink)(target)).RequestNavigate += new System.Windows.Navigation.RequestNavigateEventHandler(this.Hyperlink_RequestNavigate);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Bitfinex\MarketConnectors.Bitfinex.csproj,File,VisualHFT.Plugins\MarketConnectors.Bitfinex\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,91,12,T:System.Windows.Controls.Primitives.Popup,,,,,this.TooltipPopup = ((System.Windows.Controls.Primitives.Popup)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,VisualHFT.Plugins\MarketConnectors.Bitfinex\MarketConnectors.Bitfinex.csproj,File,VisualHFT.Plugins\MarketConnectors.Bitfinex\obj\Debug\net8.0-windows8.0\UserControls\PluginSettingsView.g.i.cs,85,12,T:System.Windows.Input.MouseEventHandler,,,,,((System.Windows.Controls.TextBlock)(target)).MouseEnter += new System.Windows.Input.MouseEventHandler(this.ShowTooltip);
